what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769753580011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769753603045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769753606867
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769753623664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769753665369
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1769753669132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769753716459
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1769753720502
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1769753721260
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1769753721915
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1769753722879
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1769753724534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769753725844
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1769753729659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769753738972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769753744354
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769753802734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769753811331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769753814315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769753815934
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769753818854
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769753840248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769753848354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769753856923
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769753887691
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769753911393
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769753926904
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1769753960672
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1769753960966
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754000066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754005397
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1769754090196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1769754091308
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754099166
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754166524
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754179196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754217418
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769754217657
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769754217678
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1769754222732
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1769754223882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754228557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754333328
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1769754333656
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769754392272
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769754392291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754433128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754664001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754687133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754791726
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769754791960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1769754884005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754890142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754928564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769754943254
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769755081026
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769755085121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769755086970
