what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626264409
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769626264563
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769626264601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626267854
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626273880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769626274968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626280316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626294911
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769626297887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769626305233
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626309597
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626312202
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769626312532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626321331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626331734
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769626331890
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769626331932
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626336300
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626343501
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769626344885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626347777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626363411
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769626365078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626367986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626401452
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769626404123
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769626410927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626414457
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626419346
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769626419656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626429143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626442505
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769626442655
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769626442698
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626445785
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626450037
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769626451065
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626455669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626461358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769626463022
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626465026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769626468817
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769626469791
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769626476891
