what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769637631450
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1769637673640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769637680962
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1769637683514
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769637700564
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769637709064
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1769637771192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769637798363
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769637807197
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769637808245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769637819621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769637824800
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769637830593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769637831841
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769637840892
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769637847715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769637853564
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769637853815
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769637864820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769637866329
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769637881676
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769637881907
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769637884123
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769637902091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769637927143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769637930157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769637931238
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769637943764
