what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769836201042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769836203257
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769836204348
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769836208477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769836227896
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769836229531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769836230529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769836232599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769836237443
error,log,,,"Unhandled event loop exception",1769836237605
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1769836240269
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769836262098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1769836263218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1769836264663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769836267226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769836276837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769836337019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769836340023
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769836341459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1769836354829
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1769836374296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769836390136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769836391889
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769836393067
