what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1769609767135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769609767338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769609769281
executed,command,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.command.openTask",1769609769291
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1769609774394
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769609829626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1769609830851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1769609832004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769609834827
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769609840541
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1769609858119
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1769609858173
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769609872475
closed,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1769609872498
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1769609877324
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.SourceView",1769609882268
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.SourceView",1769609882300
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1769609884055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1769609892890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1769609894542
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769609898002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769609921169
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769609921196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769609940756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769609951892
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1769610072285
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769610094983
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1769610097473
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1769610097695
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769610097910
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769610099533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769610136591
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769610136801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769610141668
